band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,389658962356691.3,333256858029898.8,453490267321245.44,3.1304083399159968,1.2645267780361868,5.272315396163952,720.0,0.0136426022227574,0.1,10.0,6.580528373396071e-07,0.0,389658962356691.3,0.05037584494300355,0.0136426022227574,0.1,10.0,6.580528373396071e-07,0.0,10377
5,761496990167822.8,670000906612883.5,859787470128777.4,21.43245056816412,17.30537303034645,26.018602573071853,7200.0,0.0117803385559722,0.1,4.1,0.0006233021559497,100.0,404900368424705.75,0.01598200647371495,0.01177824031075693,0.11,3.6,0.13655040016988126,100.0,13668
8,171512497703849.8,147244593480577.94,199240971636194.4,32.910703644671244,20.631264995263763,45.61975442286933,13680.0,0.0108459223789928,0.1,6.3,5.757224743751438e-06,200.0,88331662070520.45,0.011599242029078331,0.010790239792771272,0.09,6.6,9.360871174471336e-09,175.0,15390
11,13055439115746.805,10647533829518.63,17515363807317.469,103.15137787793152,12.537422580723762,302.943816381874,28080.0,0.0039609549066171,0.2,8.6,23115.73817889038,100.0,8994705253341.057,0.00809866167486047,0.0038113821406001985,0.21,8.9,64129.69516131896,125.0,128079
14,338218575993909.4,308425846681023.9,371183319544440.9,10.955260827392024,7.638643681516812,16.383223509330954,56160.0,0.0251681997917889,0.1,0.7,2.101452604657764,0.0,338218575993909.4,0.005727856644934677,0.024138160804483735,0.12,0.3,9269.000337129617,0.0,3330
17,434642093363891.9,410797213942055.1,460434626393699.7,2.953645523774852,1.9734498639040323,5.51458925875136,450720.0,0.0046263825170689,0.1,10.0,7.34019977457921e-07,0.0,434642093363891.9,0.002022546066510303,0.0046263825170689,0.1,10.0,7.34019977457921e-07,0.0,84510
20,24676501497697.24,23088770290050.21,26501893920219.85,5.081751961724034,2.628140518174313,12.359850647482263,901440.0,0.0013024060420818,0.1,12.0,8.585257604203368e-09,25.0,23909719646920.97,0.0014302327594031751,0.0013024060420818,0.1,12.0,8.585257604203368e-09,25.0,1140885
23,4747093480310.275,4388475185776.0825,5596202173029.072,19.79059292695049,2.3958895526668,124.44263137306216,7211520.0,0.001092429502847,0.2,5.7,56622.44199130357,50.0,4470962377177.676,0.0005057059408510994,0.001092429502847,0.2,5.7,56622.44199130357,50.0,1521180
26,269863833581.12888,253875777045.2792,286983377058.232,3.71527066767701,2.599551715995805,6.252197250673897,3605760.0,0.0006122196396401,0.2,3.6,17272.653516077273,0.0,269863833581.12888,0.0007151626533607517,0.00036171301589682514,0.21,3.4,57488.59460289178,0.0,13690620
30,26493068056.3572,24520281793.49218,28684850089.406605,7.249405347992617,4.950464678386158,13.765863635350003,7211520.0,0.0018597968073301,0.1,4.8,1.3615473467368266e-08,0.0,25652435146.33955,0.0005057059408510994,0.0018306730185267926,0.11,4.5,2.1971714743951993e-06,25.0,570442
