band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,389658962356691.3,333256858029898.8,453490267321245.44,3.1304083399159968,1.2645267780361868,5.272315396163952,720.0,0.0136426022227564,0.1,10.0,6.580528373396149e-07,0.0,389658962356691.3,0.0503758449430035,0.0136426022227564,0.1,10.0,6.580528373396149e-07,0.0,10377,1000000.0,0.417667,2.7325899999999987e-114,1000000.0,0.386907,1.601629999999999e-97,1000000.0,0.363998,5.357449999999998e-86,0.99909342
5,761496990167822.8,670000906612883.5,859787470128777.4,21.432450568164107,17.30537303034645,26.018602573071863,7200.0,0.0117803385559726,0.1,4.1,0.0006233021559496,100.0,404900368424705.7,0.0159820064737149,0.0117782403107569,0.11,3.6,0.1365504001698812,100.0,13668,1000000.0,0.412165,0.0,1000000.0,0.374939,0.0,1000000.0,0.351503,0.0,0.26852468
8,171512497703849.84,147244593480577.9,199240971636194.4,32.91070364467124,20.631264995263763,45.61975442286936,13680.0,0.0108459223789929,0.1,6.3,5.757224743751424e-06,200.0,88331662070520.45,0.0115992420290783,0.0107902397927689,0.09,6.6,9.360871174471094e-09,175.0,15390,1000000.0,0.353942,0.0,1000000.0,0.310008,0.0,1000000.0,0.285982,0.0,0.082113626
11,13055439115746.805,10647533829518.63,17515363807317.465,103.15137787793152,12.537422580723762,302.943816381874,28080.0,0.0039609549066186,0.2,8.6,23115.738178890748,100.0,8994705253341.059,0.0080986616748604,0.0038113821406003,0.21,8.9,64129.69516131834,125.0,128079,1000000.0,0.215886,0.0,1000000.0,0.172736,0.0,1000000.0,0.14733,0.0,0.80782491
14,338218575993909.3,308425846681023.8,371183319544440.9,10.95526082739203,7.638643681516812,16.383223509330954,56160.0,0.0251681997917889,0.1,0.7,2.1014526046577635,0.0,338218575993909.3,0.0057278566449346,0.0241381608044837,0.12,0.3,9269.000337129615,0.0,3330,1000000.0,0.293227,0.0,1000000.0,0.251826,0.0,1000000.0,0.228078,0.0,7.392485900000001e-29
17,434642093363891.9,410797213942055.1,460434626393699.7,2.9536455237748545,1.9734498639040323,5.514589258751358,450720.0,0.0046263825170695,0.1,10.0,7.340199774579298e-07,0.0,434642093363891.9,0.0020225460665103,0.0046263825170695,0.1,10.0,7.340199774579298e-07,0.0,84510,1000000.0,0.42516,0.0,1000000.0,0.392523,0.0,1000000.0,0.369799,0.0,8.3257398e-09
20,24676501497697.24,23088770290050.207,26501893920219.85,5.081751961724034,2.628140518174314,12.359850647482263,901440.0,0.0013024060420789,0.1,12.0,8.585257604203101e-09,25.0,23909719646920.97,0.0014302327594031,0.0013024060420789,0.1,12.0,8.585257604203101e-09,25.0,1140885,1000000.0,0.283838,0.0,1000000.0,0.237068,0.0,1000000.0,0.212781,0.0,0.093857199
23,4747093480310.275,4388475185776.084,5596202173029.073,19.79059292695049,2.3958895526668,124.44263137306216,7211520.0,0.0010924295028468,0.2,5.7,56622.441991304,50.0,4470962377177.676,0.000505705940851,0.0010924295028468,0.2,5.7,56622.441991304,50.0,1521180,1000000.0,0.131512,0.0,1000000.0,0.0949916,0.0,1000000.0,0.0679341,0.0,6.6899854e-08
26,269863833581.12888,253875777045.2792,286983377058.23206,3.715270667677009,2.599551715995805,6.252197250673897,3605760.0,0.0006122196396401,0.2,3.6,17272.653516077273,0.0,269863833581.12888,0.0007151626533607,0.0003617130158968,0.21,3.4,57488.59460289178,0.0,13690620,432748.0,0.0220414,0.0,380497.0,0.00866867,8.861579999999998e-236,304982.0,0.0113821,0.0,0.73285439
30,26493068056.3572,24520281793.49218,28684850089.406605,7.249405347992617,4.950464678386155,13.765863635350009,7211520.0,0.0018597968073293,0.1,4.8,1.361547346736852e-08,0.0,25652435146.339558,0.000505705940851,0.0018306730185267,0.11,4.5,2.197171474395202e-06,25.0,570442,119502.0,0.0311726,0.0,103783.0,0.00644298,1.8811199999999996e-260,85045.4,0.00513766,9.159299999999997e-166,2.0326919e-21
