band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,389658962356691.3,333256858029898.8,453490267321245.44,3.1304083399159968,1.2645267780361868,5.272315396163952,720.0,0.013642602222756484,0.1,10.0,6.580528373396149e-07,0.0,389658962356691.3,0.05037584494300355
5,761496990167822.8,670000906612883.5,859787470128777.4,21.432450568164107,17.30537303034645,26.018602573071863,7200.0,0.011780338555972603,0.1,4.1,0.000623302155949692,100.0,404900368424705.7,0.01598200647371495
8,171512497703849.84,147244593480577.9,199240971636194.38,32.91070364467124,20.631264995263763,45.61975442286936,13680.0,0.010845922378992925,0.1,6.3,5.7572247437514235e-06,200.0,83582959300033.73,0.011599242029078331
11,13055439115746.805,10647533829518.63,17515363807317.465,103.15137787793152,12.537422580723762,302.943816381874,28080.0,0.00396095490661863,0.2,8.6,23115.738178890748,100.0,9202714769454.045,0.00809866167486047
14,338218575993909.3,308425846681023.8,371183319544440.9,10.95526082739203,7.638643681516812,16.383223509330954,56160.0,0.025168199791788942,0.1,0.7,2.1014526046577635,0.0,338218575993909.3,0.005727856644934677
17,434642093363891.9,410797213942055.1,460434626393699.7,2.9536455237748545,1.9734498639040323,5.514589258751358,450720.0,0.004626382517069594,0.1,10.0,7.340199774579298e-07,0.0,434642093363891.9,0.002022546066510303
20,24676501497697.24,23088770290050.207,26501893920219.85,5.081751961724034,2.628140518174314,12.359850647482263,901440.0,0.0013024060420789851,0.1,12.0,8.585257604203101e-09,25.0,23909719646920.97,0.0014302327594031751
23,4747093480310.275,4388475185776.084,5596202173029.073,19.79059292695049,2.3958895526668,124.44263137306216,7211520.0,0.0010924295028468655,0.2,5.7,56622.441991304,50.0,4470962377177.676,0.0005057059408510994
26,269863833581.12888,253875777045.2792,286983377058.23206,3.715270667677009,2.599551715995805,6.252197250673897,3605760.0,0.0006122196396401436,0.2,3.6,17272.653516077273,0.0,269863833581.12888,0.0007151626533607517
30,26493068056.3572,24520281793.49218,28684850089.406605,7.249405347992617,4.950464678386155,13.765863635350009,7211520.0,0.0018597968073293392,0.1,4.8,1.3615473467368519e-08,0.0,26493068056.3572,0.0005057059408510994
