band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,14.564291,13.887027,15.268839,1.3298607,0.96238965,1.77264,31800.0,0.0036547036671272,0.3,6.7,0.0002063278980064,0.0,14.564291000366211,0.007610577267092261,0.0036138459854550553,0.29,7.0,0.00011067545020198898,0.0,135831
5,7.6819944,7.3237705,8.055925,1.392025,0.909872,2.123118,41340.0,0.0022094635000262,0.5,4.6,0.0463746995163153,25.0,7.468181610107422,0.006675487131142218,0.002199619601654823,0.49,4.7,0.03879596229675696,25.0,397309
8,4.073018,3.8843184,4.26734,1.3771291,0.96771985,1.9176652,66780.0,0.0029820328038983,3.2,0.3,5.662414648520244,75.0,3.9003007,0.005252925654717587,0.0029820328038983,3.2,0.3,5.662414648520244,75.0,213934
11,2.2429276,2.1333718,2.3574595,1.7273335,1.0428352,3.0285838,104940.0,0.0011789842528359,0.5,3.8,0.017928344209084,25.0,2.2044692039489746,0.004190789733660874,0.0011684309135814308,0.51,3.7,0.02126500470716094,25.0,1344745
14,1.1774055,1.1218545,1.2360055,1.5637116,0.98590016,3.0214248,162180.0,0.0032327303911373,0.6,3.9,0.0269455203548298,150.0,1.1132656,0.0033713207320740964,0.0032327303911373,0.6,3.9,0.0269455203548298,150.0,182452
17,0.63100886,0.6005414,0.662828,1.6528234,1.0620842,3.0633144,257580.0,0.0014049387454521,0.6,2.6,0.0233600434842891,25.0,0.6208086013793945,0.0026752851133031844,0.001296709132609819,0.63,2.4,0.03201422420459807,25.0,1100247
20,0.30141032,0.2864174,0.31791484,2.0606022,1.1709815,6.707925,381600.0,0.0007670896587224,0.2,9.1,5.998779694554339e-10,0.0,0.30141032,0.002198066092435259,0.0007670896587224,0.2,9.1,5.998779694554339e-10,0.0,3259996
23,0.13488819,0.12792848,0.14241649,2.336577,1.42222,4.876342,610560.0,0.0014805320138246,0.6,2.2,0.0057310167920288,75.0,0.12936513,0.0017377962858799252,0.0014805320138246,0.6,2.2,0.0057310167920288,75.0,869332
26,0.053216,0.04969158,0.05750664,5.787819,2.4792078,17.814651,973080.0,0.0012666635172754,0.2,7.3,2.4206597925814416e-10,75.0,0.049738865345716476,0.0013765848003003353,0.001241192998420848,0.19,7.7,5.37798056053883e-11,75.0,1231554
29,0.018184604,0.016213004,0.021055924,23.688461,6.6877375,80.94592,1376940.0,0.002499417321943,0.2,6.2,1.3759238205726158e-10,150.0,0.01494666375219822,0.0011572531101864485,0.0024891449731586635,0.19,6.6,3.0673136437323356e-11,150.0,290446
32,0.0015811581,0.0015080764,0.0016563542,1.305109,0.8938685,2.0176268,419760.0,0.0010031575024174,0.2,13.0,6.802885178676992e-13,25.0,0.0015598511,0.0020957932105484973,0.0010031575024174,0.2,13.0,6.802885178676992e-13,25.0,1792996
