band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05
2,338938200.0,196374080.0,552712450.0,421.84155,123.97443,696.23804,45000.0,0.29,0.1,100000.0,0.011739178171126574,0.0063984224173442
5,173710880.0,100162536.0,327317660.0,628.03,108.21224,1663.2395,117000.0,0.29,-0.2,100000.0,0.00710204622056443,0.003969010248311788
8,67275040.0,35072780.0,170615260.0,1363.7307,99.3656,3639.2358,189000.0,0.33,-0.1,100000.0,0.00680707279028081,0.003123040397909581
11,31971494.0,14998647.0,102286740.0,2698.3176,93.68093,4889.278,495000.0,0.35,-0.2,100000.0,0.006225691671760958,0.0019299803152697053
14,12705598.0,6076386.5,39761884.0,2654.2952,86.30504,4711.6294,1134000.0,0.4,-0.16,100000.0,0.004241942228015105,0.0012751894232635628
17,7576061.0,2721037.5,43174530.0,12164.642,72.317085,7907.98,2574000.0,0.45,-0.2,100000.0,0.004397171156021215,0.0008464353782179778
20,3612940.2,1492382.5,16059885.0,5707.6304,75.890045,6510.244,5967000.0,0.48,-0.4,100000.0,0.0058831484168963,0.0005559445407404772
23,1682205.9,544084.9,10665900.0,14689.195,66.17716,8234.636,13887000.0,0.59,-0.6,100000.0,0.008125402667383375,0.0003644288842482448
26,1053356.0,153341.94,10858866.0,32939.27,74.59863,9373.831,31968000.0,0.9,-0.93,100000.0,0.013252822643185502,0.0002401951053511448
29,109293.61,19582.492,869354.9,27951.705,85.44221,9154.597,73701000.0,0.03,2.4,8.099304344659517e-68,0.03443282664943759,0.00015819341995114793
32,3646.441,2053.4905,8570.0625,1185.7649,81.10659,2850.0388,59634000.0,0.04,3.2,5.915683512816645e-50,0.027540098876974173,0.00017586420018087293
