band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,0.0185647791154102,0.0185647791154102,0.0158675027052359,0.0146052850705625,0.0137801806520694,0.0131336301885314,0.0121479473740721,0.011433146712419,0.0108691939671381,0.010399280249242,0.01000211975701,0.0090797220894613,0.0072120544080028,0.0039002748289185,0.0036014757305486,0.004100205488994,0.0017494132371813,0.0029206898727232,0.0030252171424509,0.0036128712064041,0.0043464004457256,0.0050868776447889,0.0070309429144986,0.0029466818389537438,0.002628696054044,0.0023254587025220157,0.002074167653040215,0.0017378685532230057,0.013133630188531462,0.0021874462089108426,0.0032930824204088216,0.004577988265088262,0.008190875200842829
3,0.2894327069004237,0.2894327069004237,0.2727285037951872,0.2605345362035806,0.2504233638104474,0.2416626753276958,0.2265299003601245,0.2134888045730155,0.2020808077579651,0.1920415651344208,0.183150897507816,0.1612844989055441,0.0210531827968691,0.0179298546508898,0.01759504445461,0.0184016658843662,0.0191154262005793,0.0209734796051687,0.0198410024175983,0.0204035535674806,0.0214485767224044,0.022446976460985,0.0230752876800016,0.0187420090560953,0.01856212827320574,0.018123125160774058,0.0178898825238598,0.017330943530982842,0.2894327069004237,0.017118863151005803,0.016890096554144092,,
5,2.380127443158758,2.380127443158758,2.331941803699213,2.293082391726218,2.258268781106328,2.2261208869619598,2.1678821524846263,2.1153915329844577,2.067321111087393,2.0225651433555267,1.9806050059187403,1.868117116347957,0.0126664356089958,0.0117142605132575,0.0109312571093408,0.0108939125301481,0.0116149921013763,0.0127404458574227,0.0125042551663405,0.0124807465758062,0.0125827317155366,0.0124610788508136,0.0123205920289101,0.009375635353899417,0.009278394181484698,0.008702340019723642,0.00855119169057933,0.008577494341522995,2.380127443158758,0.008514258447135936,0.0082662497231977,0.007933554241797314,
6,1.5083799989678353,1.5083799989678353,1.477847224880641,1.4525540980647762,1.4296362660166833,1.4083915577713408,1.3698983401001337,1.3351412314971918,1.3031222913236755,1.2734121178115716,1.2455013942496604,1.170403909554068,0.0124534324353422,0.0113907525283539,0.0108894755899133,0.0114966372983741,0.0121033252130623,0.0132394868992194,0.0141002452562004,0.0144618552223599,0.0144748878518059,0.0135403492813601,0.0134660561569722,0.010546447954144056,0.010519397682839729,0.010328207895078538,0.009757424421549372,0.009816400150671312,1.4296362660166833,0.010600462274654235,0.009819666675670996,,
8,0.1234755517822664,0.1234755517822664,0.1147033756614564,0.1099352856176629,0.1062305637850367,0.1031237142285284,0.0980142416422923,0.0938609581059436,0.0903257664316193,0.0872372636541644,0.0844881345003988,0.0776716634228698,0.0024284734205792,0.0046535458453839,0.0065123861686408,0.006836584174153,0.0074049740715949,0.0076266491827168,0.0056060631671408,0.0055800839410679,0.0061225044429643,0.0068403967335913,0.008673729203303,0.0029644646553381865,0.0032804088583001656,0.003043004987615311,0.0018778899081660916,0.0024284734205792247,0.11470337566145646,,,,
9,0.030329972931255,0.030329972931255,0.0283069623702964,0.027337843457246,0.026592228009042,0.0259674994101386,0.0249312423617614,0.0240698030562235,0.0233204732625206,0.0226525737959262,0.0220470534849346,0.0204983689166079,0.0054160824747045,0.0061087662604065,0.0065205106179042,0.0068819072709081,0.0072052635300192,0.0063495704431246,0.0052027416433923,0.0062707893380476,0.0074306296557798,0.0072068105037775,0.0091252449227805,0.006348428454695895,0.006191328071025071,0.005835894665902286,0.005440124028715292,0.00520274164339235,0.025967499410138692,0.005244184585045719,0.005032252801431658,0.004522269376863675,0.0043179871628430955
11,0.0178331315677559,0.0178331315677559,0.0160321136568018,0.0149905257249885,0.0141755662811358,0.0134929817514613,0.0123766272850092,0.0114719320387109,0.0107101909150526,0.0100520693355409,0.0094735768931321,0.0080808405851613,0.0127431911681384,0.0073587490966162,0.0078197989337379,0.0090228751403842,0.0101670792849606,0.0098066264621978,0.0114998393933101,0.0131776037492154,0.0125538671591415,0.0115509669586344,0.012708649402003,0.00884152399902749,0.008695106589168056,0.008043264759218668,0.006916635684066617,0.00666591724531446,0.017833131567755997,0.006647023038804933,,,
12,0.0078197025737464,0.0078197025737464,0.006755844136255,0.0062015379236295,0.0057798018657244,0.0054331619983059,0.0048801244708903,0.0044449625815506,0.0040867199555096,0.00378355357355,0.0035217743271414,0.0029080990902662,0.0208018211707348,0.0133997706463785,0.0149494853688358,0.0169116094442463,0.0152004273761701,0.0095719404741573,0.0119344893714531,0.0123558333659882,0.0096019846475771,0.0106385625606516,0.0126033805119122,0.008815137904693009,0.008447279396219178,0.008827058214694705,0.009370593461350829,0.009313830012709357,0.0051379641311103405,0.008026507910560254,0.009893061657460955,0.011916925471749995,0.01229711607027073
14,0.0004732157830115,0.0004732157830115,0.0003947478477614,0.0003618715426654,0.0003369039219526,0.0003163735732382,0.0002836156298649,0.0002578295368966,0.0002365923599905,0.000218638892256,0.0002031585518219,0.0001669770219921,0.026817216930995,0.0227480416271231,0.0234965954304816,0.0196997658676247,0.0180422216132604,0.0200304976601464,0.0147875282699156,0.0174820302177055,0.0143642437904192,0.0130807602036522,0.0114733121519156,0.011044177885143627,0.011025035737544198,0.010955369696520785,0.010578130916000213,0.010762363016823661,0.00018346464785748268,0.010287001594578404,0.009960051631844713,0.009898613391484293,0.011034333368186156
16,0.0001204890158881,0.0001204890158881,8.518334580299491e-05,7.202261951681575e-05,6.298645816336902e-05,5.613567915236084e-05,4.6129281253194106e-05,3.900711891825224e-05,3.361350010879996e-05,2.937925571545751e-05,2.598313592111028e-05,1.8909240042971257e-05,0.0393151992462301,0.0380878039128106,0.0336007987075478,0.0366572332540814,0.0310962478934526,0.0325364746837379,0.0243840016708528,0.026850523596095,0.0214974485120051,0.0224716827985208,0.0164804237715742,0.012715786433682763,0.013370073180238196,0.013661347132136625,0.014527094637815041,0.014203348090261136,1.578586584570194e-05,0.014378346511315976,0.016475514545500558,0.016831442576595412,0.016197847732339676
