band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,373318977324849.4,309153499182730.56,449277898558544.3,5.644084631510296,1.9369218168575053,8.801097729416028,720.0
5,429162199351307.06,356227412279216.0,509400906204163.44,46.26086634755682,37.210416800099765,54.67017339395416,7200.0
8,76635604728887.52,60697967557145.9,96106447863259.38,78.78151607577138,42.59278622970365,109.46098860316442,13680.0
11,8068738740067.918,7453755061780.214,8990656335845.973,11.755720954394752,1.4609498432115409,34.97447600537784,28080.0
14,314504792380840.0,286581930511165.25,344509943084860.8,10.906288894758937,8.392226518750231,14.18241050338447,56160.0
17,472207336979220.25,447458716050580.44,498592202867226.8,2.446983834696561,1.7232000266818255,4.1474685474949045,450720.0
20,25757756595588.395,24125896829153.344,27684178026809.348,4.977916725574269,2.579604864426392,15.124715236519204,901440.0
23,6398116112108.747,5978122531771.275,6926183292956.503,5.938821406259537,2.735577962658591,20.651128394117382,7211520.0
26,702728193423.4191,647424599333.1678,790126449982.6211,12.34113440839064,3.65548192864466,55.7673373284345,3605760.0
30,66877520074.7821,61846580700.63381,72596563685.60844,7.621087277888446,4.843418101349446,17.412916721790864,7211520.0
