band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,302668547674595.94,258233778427982.84,356155933046703.0,9.514624953013188,3.9578838419275977,14.501235897702037,1440.0,0.0104332718397819,0.2,13.0,100000.0,0.0,302668547674595.94,0.0356711674760886,0.0104332718397819,0.2,13.0,100000.0,0.0,16402,1000000.0,0.423479,9.645179999999998e-235,1000000.0,0.389789,1.5117499999999996e-197,1000000.0,0.366111,1.5163899999999993e-173,0.99717295
5,461986969653092.0,378041540227291.6,556150251373400.94,47.11071555698501,38.24755240056852,56.02299984467537,4320.0,0.0110820971477877,0.1,9.7,3.1217590215235094e-07,75.0,143330286618036.94,0.020623821110128,0.0110820971477877,0.1,9.7,3.1217590215235094e-07,75.0,14580,1000000.0,0.396289,0.0,1000000.0,0.357046,0.0,1000000.0,0.333287,0.0,0.65935567
8,80930789219971.47,66752089350257.36,97162622360071.16,51.45374740235371,35.54197713965742,65.11441064064226,12240.0,0.0057880300848742,0.2,8.9,88713.25688668057,100.0,40664198168142.57,0.0122618370593477,0.0057880300848742,0.2,8.9,88713.25688668057,100.0,52281,1000000.0,0.337828,0.0,1000000.0,0.291746,0.0,1000000.0,0.2677,0.0,0.80451103
11,8157558089721.551,7539993844000.998,8999805282271.08,10.165147976534197,2.2196763090752163,28.457156676296407,33840.0,0.0020393161502639,0.2,17.0,975.6739854461974,75.0,7348869960420.213,0.007377771632076,0.0020393161502639,0.2,17.0,975.6739854461974,75.0,433639,1000000.0,0.20735,0.0,1000000.0,0.164506,0.0,1000000.0,0.139294,0.0,0.99891617
14,208008922645440.62,180358716971500.53,240581640883587.03,29.30627849728114,17.520988119558986,50.39466801459962,93600.0,0.0211386688490358,0.1,-0.1,41.470991756953865,100.0,172170417847156.9,0.0044372995560441,0.0208667578786105,0.1,-0.09,39.24151615832047,100.0,4387,1000000.0,0.192583,0.0,1000000.0,0.147699,0.0,1000000.0,0.123771,0.0,7.796551600000001e-36
17,388231177504978.1,362211676259014.5,416679750071889.25,5.403621752356866,3.651718214673577,8.761791029846414,100000.0,0.00824140279267,0.1,5.3,9.752666194714106e-05,0.0,388231177504978.1,0.0042930146183294,0.00824140279267,0.1,5.3,9.752666194714106e-05,0.0,28125,1000000.0,0.403133,0.0,1000000.0,0.366846,0.0,1000000.0,0.343487,0.0,2.5063926e-06
20,105529795134163.84,97081713996346.2,115146748174195.14,8.822809424317121,5.236423903228047,19.12029429130769,100000.0,0.0022919437106536,0.1,5.6,1.6588798608256732e-05,50.0,99114597479027.2,0.0042930146183294,0.0022919437106536,0.1,5.6,1.6588798608256732e-05,50.0,337500,1000000.0,0.350965,0.0,1000000.0,0.306748,0.0,1000000.0,0.282735,0.0,0.66880541
23,10332048042010.348,9617393112295.352,11253427050043.309,7.13025539447924,2.9469668486377687,23.835720991998148,100000.0,0.0010655492008825,0.1,12.0,3.505546347637778e-09,50.0,9762855611958.594,0.0042930146183294,0.0010655492008825,0.1,12.0,3.505546347637778e-09,50.0,1708593,1000000.0,0.206653,0.0,1000000.0,0.162954,0.0,1000000.0,0.13782,0.0,0.99985326
26,4816557122466.155,4516950526470.198,5143128828197.068,4.306076538483839,2.829495039023777,8.49624884178571,100000.0,0.0004229599858563,0.1,8.7,2.5752602241373448e-08,0.0,4816557122466.155,0.0042930146183294,0.0004229599858563,0.1,8.7,2.5752602241373448e-08,0.0,10391415,1000000.0,0.124194,0.0,1000000.0,0.085593,0.0,1000000.0,0.0588023,5.254620000000001e-301,1.0
30,63970592978.84248,58931307897.86124,69545358947.8812,8.166018833450119,5.362508513599086,16.222368267134396,100000.0,0.0030216023627224,0.1,3.8,1.6395791796783169e-07,0.0,63970592978.84248,0.0042930146183294,0.0030216023627224,0.1,3.8,1.6395791796783169e-07,0.0,213573,175280.0,0.0373851,7.157719999999996e-122,153597.0,0.0107911,1.52453e-10,124865.0,0.00912725,1.15436e-07,0.32012511
