band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,311819400135176.0,273046188221855.4,357211285121216.6,5.975195955432248,2.76652705318447,8.893579190666351,1440.0,0.0121374691805448,0.1,14.0,2.9308976037844403e-08,0.0,311819400135176.0,0.03567116747608868,0.0121374691805448,0.1,14.0,2.9308976037844403e-08,0.0,12301
5,432932043963185.4,362064354199566.0,511923378033923.7,42.76883487737475,33.95647506917921,51.177347634893,14400.0,0.0093450161615762,0.1,8.9,7.459456022095551e-07,200.0,178937904473532.72,0.011305846896468966,0.008683218384999858,0.09,9.2,9.913511614726748e-10,175.0,24300
8,77213880976986.81,62287195241421.43,95008217911322.22,65.46409317910624,38.596797713992366,93.13464980437564,27360.0,0.0052556104646427,0.2,9.0,81594.10222802313,200.0,39166051165441.59,0.008204451759313478,0.0052556104646427,0.2,9.0,81594.10222802313,200.0,69255
11,8120653989088.0,7490292522216.483,9043866810934.068,11.66861060167929,1.7411065179873737,33.42356466322084,56160.0,0.0017722879573781,0.2,18.0,756.153441564758,100.0,7370652972712.866,0.005727856644934677,0.0017722879573781,0.2,18.0,756.153441564758,100.0,607210
14,312669073137423.94,284683071418899.25,342761152414766.6,11.02257919799147,8.566642177700116,14.327205117036506,100000.0,0.0238518421048416,0.1,0.7,1.8717352349055685,25.0,301246682596719.44,0.004293014618329405,0.022815610286472665,0.12,0.3,8255.772452304494,25.0,3514
17,473175899196439.1,448198644956019.6,499560483003129.5,2.462100752618733,1.7276878862145153,4.171244356033446,100000.0,0.0053822921409138,0.1,11.0,3.575968121660631e-07,0.0,473175899196439.1,0.004293014618329405,0.0053822921409138,0.1,11.0,3.575968121660631e-07,0.0,63280
20,25750779389574.668,24126702026454.93,27681551473250.25,4.972327401045688,2.5610002563263667,15.145797190296978,100000.0,0.0014072175612369,0.1,12.0,8.979292663106317e-09,25.0,25007097061061.09,0.004293014618329405,0.0014072175612369,0.1,12.0,8.979292663106317e-09,25.0,961083
23,6401043083768.898,5975741087868.582,6938110477428.741,6.045285984394345,2.7430978256095115,21.492481611807023,100000.0,0.0014875307637555,0.1,13.0,1.0794708071949862e-09,75.0,6009260409661.054,0.004293014618329405,0.0014875307637555,0.1,13.0,1.0794708071949862e-09,75.0,854296
26,703356865310.842,647104989090.7523,794053439637.0549,13.190456766969344,3.658628975231931,62.33771768287911,100000.0,0.0008773416547276,0.2,3.1,69183.23900699685,25.0,670219546204.1824,0.004293014618329405,0.000639558881507133,0.19,3.4,16569.89488759578,25.0,4324873
30,66880672935.38578,61846220762.49517,72584858985.67557,7.622966984188057,4.84175990013812,17.469153292177246,100000.0,0.0018354514419359,0.2,1.3,65048.89602336744,0.0,66880672935.38578,0.004293014618329405,0.0017344441442148986,0.19,1.4,20194.976595704466,0.0,640720
