band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,223294877933040.1,204435927523587.44,245023432823347.03,5.2520330218604485,2.206040586985574,9.498202715521524,2880.0,0.0064356363521069,0.1,13.0,4.011147557149722e-08,0.0,223294877933040.1,0.0252480482623505,0.0064356363521069,0.1,13.0,4.011147557149722e-08,0.0,46705
5,331135490529685.9,283890704169138.1,384779491085182.9,33.30953939154815,24.53792427615697,41.45780282008651,8640.0,0.0077942814582513,0.1,7.7,2.619858802341867e-06,75.0,182652546638988.84,0.01459137933055801,0.0077942814582513,0.1,7.7,2.619858802341867e-06,75.0,29160
8,61768711805751.805,51924690626679.62,75567029297040.23,52.81993479158075,16.01010201711832,109.14574316210144,24480.0,0.0046218121886101,0.2,14.0,12501.678811421258,150.0,39669827682244.55,0.008673278735837538,0.0046218121886101,0.2,14.0,12501.678811421258,150.0,82620
11,7202463999581.788,6829575974226.951,7609443318230.51,2.392277840036216,1.1643386896458277,4.357608291466238,67680.0,0.0013906303872118,0.2,20.0,435.98481963043935,75.0,6860580033253.085,0.005217899025411498,0.0013713822691029057,0.21,20.0,1684.2653515707561,75.0,975690
14,2573510235403.665,2321574932671.347,2897079185721.361,16.665701738057436,5.415897265659036,35.72805105297881,100000.0,0.0023421640955136,0.2,6.9,13149.800638851724,150.0,2193094189584.545,0.004293014618329405,0.002283051209873599,0.2,6.6,15860.466843016413,125.0,337500
17,397791423435256.9,369222447960020.9,429222374705203.8,6.408159255338431,4.3425143451301205,10.709054659632432,100000.0,0.012622534463042,0.1,3.5,0.0017447639704203,0.0,397791423435256.9,0.004293014618329405,0.012622534463042,0.1,3.5,0.0017447639704203,0.0,11863
20,132968564675201.31,123710875776759.0,143214378220147.75,5.945643721232292,3.8157224496001256,12.027684628727943,100000.0,0.0012432332089646,0.1,6.0,1.3271361199254934e-05,0.0,132968564675201.31,0.004293014618329405,0.0012432332089646,0.1,6.0,1.3271361199254934e-05,0.0,1139062
23,10136939875120.775,9443005267113.574,11035436300597.12,6.997989312318538,2.698813059015033,24.27861971813736,100000.0,0.0009655979079263,0.1,14.0,9.003162701313088e-10,50.0,9578501784633.863,0.004293014618329405,0.0009655979079263,0.1,14.0,9.003162701313088e-10,50.0,1922166
26,3622786470302.1504,3391325532234.1035,3881514048276.4536,4.820235863972668,3.034605223271956,10.719080756561656,100000.0,0.0011130645863226,0.1,9.1,1.3034785943761944e-08,25.0,3525807699125.4424,0.004293014618329405,0.0011130645863226,0.1,9.1,1.3034785943761944e-08,25.0,1441624
29,105325354751.27403,97826623648.26384,113930963299.39792,6.544244656672166,3.99248517317837,17.267695565464035,100000.0,0.00159144303984,0.1,5.6,1.762829232779557e-08,0.0,105325354751.27403,0.004293014618329405,0.00159144303984,0.1,5.6,1.762829232779557e-08,0.0,759375
